"County,State",MedIncome,Population,Value
"Minnehaha,South Dakota",57223,169468.0,225000.0
"Moody,South Dakota",49690,6486.0,
"Oglala Lakota,South Dakota",25047,13586.0,
"Pennington,South Dakota",51369,100948.0,249900.0
"Perkins,South Dakota",42195,2982.0,
"Potter,South Dakota",70768,2329.0,
"Roberts,South Dakota",36929,10149.0,
"Sanborn,South Dakota",48731,2355.0,
"Spink,South Dakota",52479,6415.0,
"Stanley,South Dakota",73776,2966.0,
"Sully,South Dakota",76036,1373.0,
"Todd,South Dakota",25157,9612.0,
"Tripp,South Dakota",49835,5644.0,
"Turner,South Dakota",62019,8347.0,
"Union,South Dakota",107497,14399.0,325000.0
"Walworth,South Dakota",45924,5438.0,
"Yankton,South Dakota",50275,22438.0,196700.0
"Ziebach,South Dakota",20571,2801.0,
"Anderson,Tennessee",41853,75129.0,199875.0
"Bedford,Tennessee",37266,45058.0,232900.0
"Benton,Tennessee",33661,16489.0,150000.0
"Bledsoe,Tennessee",26281,12876.0,
"Blount,Tennessee",42991,123010.0,244900.0
"Bradley,Tennessee",39099,98963.0,235000.0
"Campbell,Tennessee",33967,40716.0,179900.0
"Cannon,Tennessee",36113,13801.0,224900.0
"Carroll,Tennessee",35900,28522.0,139950.0
"Carter,Tennessee",34579,57424.0,159000.0
"Cheatham,Tennessee",43932,39105.0,269900.0
"Chester,Tennessee",33642,17131.0,159900.0
"Claiborne,Tennessee",35384,32213.0,169450.0
"Clay,Tennessee",31013,7861.0,
"Cocke,Tennessee",31942,35662.0,160000.0
"Coffee,Tennessee",38656,52796.0,209900.0
"Crockett,Tennessee",36560,14586.0,134950.0
"Cumberland,Tennessee",36613,56053.0,219900.0
"Davidson,Tennessee",66060,626681.0,325000.0
"Decatur,Tennessee",42639,11757.0,189000.0
"DeKalb,Tennessee",40132,18723.0,
"Dickson,Tennessee",40556,49666.0,254950.0
"Dyer,Tennessee",40642,38335.0,
"Fayette,Tennessee",55364,38413.0,296900.0
"Fentress,Tennessee",32232,17959.0,159900.0
"Franklin,Tennessee",38880,41052.0,260000.0
"Gibson,Tennessee",38654,49683.0,
"Giles,Tennessee",38766,29485.0,198450.0
"Grainger,Tennessee",33490,22657.0,219900.0
"Greene,Tennessee",39971,68831.0,174900.0
"Grundy,Tennessee",31011,13703.0,175000.0
"Hamblen,Tennessee",36636,62544.0,172900.0
"Hamilton,Tennessee",51743,336463.0,294900.0
"Hancock,Tennessee",27042,6819.0,
"Hardeman,Tennessee",29430,27253.0,137900.0
"Hardin,Tennessee",39387,26026.0,217750.0
"Hawkins,Tennessee",34188,56833.0,169900.0
"Haywood,Tennessee",32023,18787.0,
"Henderson,Tennessee",35748,27769.0,149000.0
"Henry,Tennessee",41989,32330.0,150000.0
"Hickman,Tennessee",32780,24690.0,199900.0
"Houston,Tennessee",32822,8426.0,
"Humphreys,Tennessee",38665,18538.0,
"Jackson,Tennessee",31189,11638.0,159900.0
"Jefferson,Tennessee",35866,51407.0,219000.0
"Johnson,Tennessee",32249,18244.0,244900.0
"Knox,Tennessee",49738,432226.0,249227.0
"Lake,Tennessee",23230,7832.0,
"Lauderdale,Tennessee",29187,27815.0,86900.0
"Lawrence,Tennessee",35252,41869.0,188450.0
"Lewis,Tennessee",34432,12161.0,174900.0
"Lincoln,Tennessee",41388,33361.0,220400.0
"Loudon,Tennessee",48491,48556.0,323900.0
"McMinn,Tennessee",35897,52266.0,169000.0
"McNairy,Tennessee",32573,26075.0,149000.0
"Macon,Tennessee",33297,22248.0,174900.0
"Madison,Tennessee",42720,98294.0,169900.0
"Marion,Tennessee",38450,28237.0,214900.0
"Marshall,Tennessee",37550,30617.0,215000.0
"Maury,Tennessee",42696,80956.0,279900.0
"Meigs,Tennessee",33526,11753.0,233700.0
"Monroe,Tennessee",33338,44519.0,189000.0
"Montgomery,Tennessee",41031,172331.0,225000.0
"Moore,Tennessee",41276,6362.0,
"Morgan,Tennessee",29380,21987.0,160000.0
"Obion,Tennessee",40666,31807.0,129900.0
"Overton,Tennessee",33701,22083.0,
"Perry,Tennessee",34268,7915.0,
"Pickett,Tennessee",39686,5077.0,179000.0
"Polk,Tennessee",33772,16825.0,230000.0
"Putnam,Tennessee",39509,72321.0,232900.0
"Rhea,Tennessee",34147,31809.0,179950.0
"Roane,Tennessee",40980,54181.0,199949.5
"Robertson,Tennessee",42104,66283.0,269000.0
"Rutherford,Tennessee",41031,262604.0,279362.5
"Scott,Tennessee",29758,22228.0,142000.0
"Sequatchie,Tennessee",38003,14112.0,219900.0
"Sevier,Tennessee",39474,89889.0,275000.0
"Shelby,Tennessee",49465,927644.0,186990.0
"Smith,Tennessee",37742,19166.0,269900.0
"Stewart,Tennessee",39853,13324.0,157700.0
"Sullivan,Tennessee",42606,156823.0,172500.0
"Sumner,Tennessee",48656,160645.0,309000.0
"Tipton,Tennessee",38547,61081.0,188500.0
"Trousdale,Tennessee",30090,7870.0,
"Unicoi,Tennessee",37423,18313.0,179900.0
"Union,Tennessee",31693,19109.0,199700.0
"Van Buren,Tennessee",30770,5548.0,
"Warren,Tennessee",33970,39839.0,169900.0
"Washington,Tennessee",43299,122979.0,199900.0
"Wayne,Tennessee",28962,17021.0,160000.0
"Weakley,Tennessee",37316,35021.0,146000.0
"White,Tennessee",32477,25841.0,169000.0
"Williamson,Tennessee",94872,183182.0,550000.0
"Wilson,Tennessee",49092,113993.0,357300.0
"Anderson,Texas",34242,58458.0,165000.0
"Andrews,Texas",50011,14786.0,
"Angelina,Texas",38897,86771.0,189900.0
"Aransas,Texas",48389,23158.0,274495.0
"Archer,Texas",50310,9054.0,
"Armstrong,Texas",47995,1901.0,
"Atascosa,Texas",36660,44911.0,219400.0
"Austin,Texas",50702,28417.0,374375.0
"Bailey,Texas",42507,7165.0,
"Bandera,Texas",43459,20485.0,350000.0
"Bastrop,Texas",36561,74171.0,279990.0
"Baylor,Texas",41704,3726.0,
"Bee,Texas",28457,31861.0,150950.0
"Bell,Texas",42773,310235.0,204500.0
"Bexar,Texas",46058,1714773.0,247990.0
"Blanco,Texas",51968,10497.0,359000.0
"Borden,Texas",63756,641.0,
"Bosque,Texas",41592,18212.0,219000.0
"Bowie,Texas",40010,92565.0,189900.0
"Brazoria,Texas",47239,313166.0,269900.0
"Brazos,Texas",39216,194851.0,253000.0
"Brewster,Texas",45652,9232.0,232750.0
"Briscoe,Texas",35243,1637.0,
"Brooks,Texas",33861,7223.0,
"Brown,Texas",38830,38106.0,149900.0
"Burleson,Texas",42629,17187.0,
"Burnet,Texas",46516,42750.0,360000.0
"Caldwell,Texas",33668,38066.0,253486.0
"Calhoun,Texas",38668,21381.0,230000.0
"Callahan,Texas",39392,13544.0,
"Cameron,Texas",28756,406220.0,197900.0
"Camp,Texas",38660,12401.0,
"Carson,Texas",46373,6182.0,
"Cass,Texas",36905,30464.0,146111.0
"Castro,Texas",42786,8062.0,
"Chambers,Texas",53673,35096.0,286600.0
"Cherokee,Texas",34468,50845.0,266000.0
"Childress,Texas",30084,7041.0,
"Clay,Texas",42335,10752.0,
"Cochran,Texas",38312,3127.0,
"Coke,Texas",41895,3320.0,
"Coleman,Texas",40669,8895.0,77200.0
"Collin,Texas",65874,782341.0,369990.0
"Collingsworth,Texas",33039,3057.0,
"Colorado,Texas",46821,20874.0,267737.0
"Comal,Texas",58067,108472.0,338000.0
"Comanche,Texas",42465,13974.0,
"Concho,Texas",19801,4087.0,
"Cooke,Texas",54174,38437.0,283900.0
"Coryell,Texas",33996,75388.0,168855.0
"Cottle,Texas",57288,1505.0,
"Crane,Texas",47758,4375.0,
"Crockett,Texas",41472,3719.0,
"Crosby,Texas",30773,6059.0,
"Culberson,Texas",54180,2398.0,
"Dallam,Texas",52148,6703.0,
"Dallas,Texas",58993,2368139.0,310000.0
"Dawson,Texas",37111,13833.0,
"Deaf Smith,Texas",40470,19372.0,
"Delta,Texas",34803,5231.0,
"Denton,Texas",55933,662614.0,349900.0
"DeWitt,Texas",54549,20097.0,
"Dickens,Texas",31586,2444.0,
"Dimmit,Texas",36639,9996.0,
"Donley,Texas",45736,3677.0,
"Duval,Texas",36418,11782.0,
"Eastland,Texas",71142,18583.0,
"Ector,Texas",47271,137130.0,255000.0
"Edwards,Texas",35182,2002.0,
"Ellis,Texas",44313,149610.0,299000.0
"El Paso,Texas",35856,800647.0,180000.0
"Erath,Texas",39572,37890.0,269000.0
"Falls,Texas",34619,17866.0,
"Fannin,Texas",37605,33915.0,200000.0
"Fayette,Texas",53564,24554.0,369000.0
"Fisher,Texas",46444,3974.0,
"Floyd,Texas",37367,6446.0,
"Foard,Texas",42954,1336.0,
"Fort Bend,Texas",57540,585375.0,319000.0
"Franklin,Texas",39730,10605.0,
"Freestone,Texas",37066,19816.0,190000.0
"Frio,Texas",27545,17217.0,
"Gaines,Texas",36009,17526.0,232000.0
"Galveston,Texas",51785,291309.0,275700.0
"Garza,Texas",30072,6461.0,
"Gillespie,Texas",60561,24837.0,477000.0
"Glasscock,Texas",102145,1226.0,
"Goliad,Texas",43858,7210.0,
"Gonzales,Texas",43342,19807.0,
"Gray,Texas",44002,22535.0,110000.0
"Grayson,Texas",42195,120877.0,239493.5
"Gregg,Texas",45401,121730.0,181500.0
"Grimes,Texas",35450,26604.0,250500.0
"Guadalupe,Texas",44809,131533.0,260000.0
"Hale,Texas",32263,36273.0,117000.0
"Hall,Texas",30180,3353.0,
"Hamilton,Texas",60744,8517.0,168500.0
"Hansford,Texas",62998,5613.0,
"Hardeman,Texas",38212,4139.0,
"Hardin,Texas",45982,54635.0,214450.0
"Harris,Texas",56474,4092459.0,274900.0
"Harrison,Texas",41917,65631.0,199999.0
"Hartley,Texas",62463,6062.0,
"Haskell,Texas",34530,5899.0,
"Hays,Texas",43719,157107.0,309999.0
"Hemphill,Texas",58484,3807.0,
"Henderson,Texas",39627,78532.0,244950.0
"Hidalgo,Texas",26410,774769.0,190000.0
"Hill,Texas",39205,35089.0,178680.0
"Hockley,Texas",38975,22935.0,131000.0
"Hood,Texas",50741,51182.0,280610.0
"Hopkins,Texas",39120,35161.0,185000.0
"Houston,Texas",38081,23732.0,209000.0
"Howard,Texas",40255,35012.0,155000.0
"Hudspeth,Texas",32472,3476.0,
"Hunt,Texas",38029,86129.0,234945.0
"Hutchinson,Texas",41550,22150.0,85900.0
"Irion,Texas",68327,1599.0,
"Jack,Texas",44061,9044.0,
"Jackson,Texas",41770,14075.0,189500.0
"Jasper,Texas",40803,35710.0,159950.0
"Jeff Davis,Texas",42947,2342.0,
"Jefferson,Texas",44065,252273.0,185000.0
"Jim Hogg,Texas",30696,5300.0,
"Jim Wells,Texas",40570,40838.0,179000.0
"Johnson,Texas",41697,150934.0,265000.0
"Jones,Texas",30559,20202.0,
"Karnes,Texas",49593,14824.0,
"Kaufman,Texas",42837,103350.0,263990.0
"Kendall,Texas",84270,33410.0,428950.0
"Kenedy,Texas",43561,416.0,
"Kent,Texas",54858,808.0,
"Kerr,Texas",50150,49625.0,356250.0
"Kimble,Texas",43309,4607.0,
"King,Texas",55661,286.0,
"Kinney,Texas",30431,3598.0,
"Kleberg,Texas",38997,32061.0,125000.0
"Knox,Texas",38457,3719.0,
"Lamar,Texas",40763,49793.0,182500.0
"Lamb,Texas",38247,13977.0,
"Lampasas,Texas",49457,19677.0,229900.0
"La Salle,Texas",35809,6886.0,
"Lavaca,Texas",50919,19263.0,289000.0
"Lee,Texas",46713,16612.0,
"Leon,Texas",40388,16801.0,189900.0
"Liberty,Texas",37237,75643.0,208995.0
"Limestone,Texas",35771,23384.0,143375.0
"Lipscomb,Texas",64757,3302.0,
"Live Oak,Texas",35636,11531.0,175000.0
"Llano,Texas",47476,19301.0,499995.0
"Loving,Texas",56730,82.0,
"Lubbock,Texas",42569,278831.0,195000.0
"Lynn,Texas",33119,5915.0,
"McCulloch,Texas",37927,8283.0,129900.0
"McLennan,Texas",41254,234906.0,212667.5
"McMullen,Texas",72150,707.0,
"Madison,Texas",30435,13664.0,239000.0
"Marion,Texas",38063,10546.0,174950.0
"Martin,Texas",56021,4799.0,
"Mason,Texas",44601,4012.0,
"Matagorda,Texas",40596,36702.0,209000.0
"Maverick,Texas",30505,54258.0,145000.0
"Medina,Texas",39403,46006.0,308795.0
"Menard,Texas",35311,2242.0,
"Midland,Texas",124455,136872.0,339888.0
"Milam,Texas",36135,24757.0,234500.0
"Mills,Texas",37153,4936.0,
"Mitchell,Texas",31913,9403.0,85000.0
"Montague,Texas",42074,19719.0,179000.0
"Montgomery,Texas",63605,455746.0,299900.0
"Moore,Texas",41275,21904.0,145000.0
"Morris,Texas",43421,12934.0,115950.0
"Motley,Texas",28938,1210.0,
"Nacogdoches,Texas",37755,64524.0,199900.0
"Navarro,Texas",37922,47735.0,227000.0
"Newton,Texas",33350,14445.0,
"Nolan,Texas",43087,15216.0,129000.0
"Nueces,Texas",44378,340223.0,229000.0
"Ochiltree,Texas",57287,10223.0,
"Oldham,Texas",49120,2052.0,
"Orange,Texas",44938,81837.0,178500.0
"Palo Pinto,Texas",39125,28111.0,354500.0
"Panola,Texas",43508,23796.0,199900.0
"Parker,Texas",53289,116927.0,347900.0
"Parmer,Texas",44981,10269.0,
"Pecos,Texas",36584,15507.0,142000.0
"Polk,Texas",39438,45413.0,189000.0
"Potter,Texas",43945,121073.0,159900.0
"Presidio,Texas",42848,7818.0,332450.0
"Rains,Texas",33602,10914.0,
"Randall,Texas",47966,120725.0,224000.0
"Reagan,Texas",48253,3367.0,
"Real,Texas",34687,3309.0,275000.0
"Red River,Texas",40648,12860.0,
"Reeves,Texas",39418,13783.0,
"Refugio,Texas",42606,7383.0,
"Roberts,Texas",41971,929.0,
"Robertson,Texas",40394,16622.0,269900.0
"Rockwall,Texas",61003,78337.0,319900.0
"Runnels,Texas",39816,10501.0,88500.0
"Rusk,Texas",36485,53330.0,159000.0
"Sabine,Texas",34631,10834.0,194900.0
"San Augustine,Texas",39879,8865.0,149000.0
"San Jacinto,Texas",34514,26384.0,183375.0
"San Patricio,Texas",43945,64804.0,207127.5
"San Saba,Texas",41233,6131.0,
"Schleicher,Texas",40136,3461.0,
"Scurry,Texas",42095,16921.0,128000.0
"Shackelford,Texas",130461,3378.0,
"Shelby,Texas",41666,25448.0,149500.0
"Sherman,Texas",49508,3034.0,
"Smith,Texas",55229,209714.0,259000.0
"Somervell,Texas",45756,8490.0,295000.0
"Starr,Texas",26316,60968.0,115000.0
"Stephens,Texas",39289,9630.0,132499.5
"Sterling,Texas",58174,1143.0,
"Stonewall,Texas",53416,1490.0,
"Sutton,Texas",61478,4128.0,150000.0
"Swisher,Texas",41977,7854.0,
"Tarrant,Texas",51239,1809034.0,274470.0
"Taylor,Texas",45333,131506.0,203700.0
"Terrell,Texas",48024,984.0,
"Terry,Texas",32062,12651.0,142200.0
"Throckmorton,Texas",35941,1641.0,
"Titus,Texas",34718,32334.0,239000.0
"Tom Green,Texas",45993,110224.0,209000.0
"Travis,Texas",67504,1024266.0,384342.0
"Trinity,Texas",34514,14585.0,
"Tyler,Texas",32081,21766.0,134500.0
"Upshur,Texas",36645,39309.0,168000.0
"Upton,Texas",44545,3355.0,
"Uvalde,Texas",39458,26405.0,236500.0
"Val Verde,Texas",36554,48879.0,185000.0
"Van Zandt,Texas",38200,52579.0,254500.0
"Victoria,Texas",46142,86793.0,214950.0
"Walker,Texas",28016,67861.0,236691.0
"Waller,Texas",39995,43205.0,308990.0
"Ward,Texas",49916,10658.0,240900.0
"Washington,Texas",52265,33718.0,299900.0
"Webb,Texas",31635,250304.0,189583.0
"Wharton,Texas",41473,41280.0,198000.0
"Wheeler,Texas",41801,5410.0,
"Wichita,Texas",43170,131500.0,129250.0
"Wilbarger,Texas",42041,13535.0,
"Willacy,Texas",28593,22134.0,195000.0
"Williamson,Texas",50776,422679.0,299500.0
"Wilson,Texas",44255,42918.0,329900.0
"Winkler,Texas",57584,7110.0,
"Wise,Texas",43752,59127.0,334950.0
"Wood,Texas",38152,41964.0,224900.0
"Yoakum,Texas",41112,7879.0,
"Young,Texas",50231,18550.0,142500.0
"Zapata,Texas",28294,14018.0,125000.0
"Zavala,Texas",29202,11677.0,
"Beaver,Utah",33739,6629.0,
"Box Elder,Utah",37390,49975.0,299000.0
"Cache,Utah",38974,112656.0,304500.0
"Carbon,Utah",38499,21403.0,139126.5
"Daggett,Utah",41157,1059.0,
"Davis,Utah",46286,306479.0,374900.0
"Duchesne,Utah",36709,18607.0,199000.0
"Emery,Utah",33145,10976.0,
"Garfield,Utah",36688,5172.0,270000.0
"Grand,Utah",54010,9225.0,
"Iron,Utah",32197,46163.0,255000.0
"Juab,Utah",36087,10246.0,
"Kane,Utah",40257,7125.0,299000.0
"Millard,Utah",35196,12503.0,
"Morgan,Utah",52426,9469.0,
"Piute,Utah",33716,1556.0,
"Rich,Utah",35436,2264.0,
"Salt Lake,Utah",52639,1029655.0,390000.0
"San Juan,Utah",26638,14746.0,
"Sanpete,Utah",29209,27822.0,249000.0
"Sevier,Utah",34117,20802.0,
"Summit,Utah",131606,36324.0,1100000.0
"Tooele,Utah",36836,58218.0,319900.0
"Uintah,Utah",31563,32588.0,200000.0
"Utah,Utah",40919,516564.0,366900.0
"Wasatch,Utah",53285,23530.0,665000.0
"Washington,Utah",38847,138115.0,380500.0
"Wayne,Utah",39096,2778.0,
"Weber,Utah",41853,231236.0,284900.0
"Addison,Vermont",51805,36821.0,286500.0
"Bennington,Vermont",54458,37125.0,315000.0
"Caledonia,Vermont",41246,31227.0,195000.0
"Chittenden,Vermont",60914,156545.0,371950.0
"Essex,Vermont",36008,6306.0,145000.0
"Franklin,Vermont",46220,47746.0,245000.0
"Grand Isle,Vermont",59204,6970.0,322000.0
"Lamoille,Vermont",53953,24475.0,319000.0
"Orange,Vermont",47170,28936.0,235000.0
"Orleans,Vermont",43542,27231.0,205000.0
"Rutland,Vermont",52343,61642.0,220000.0
"Washington,Vermont",60255,59534.0,287500.0
"Windham,Vermont",50925,44513.0,279000.0
"Windsor,Vermont",58116,56670.0,325000.0
"Accomack,Virginia",42764,33164.0,189950.0
"Amelia,Virginia",44774,12690.0,254500.0
"Amherst,Virginia",37160,32353.0,195000.0
"Appomattox,Virginia",38302,14973.0,193200.0
"Arlington,Virginia",95198,207627.0,699900.0
"Bath,Virginia",61628,4731.0,394500.0
"Bedford,Virginia",46707,68676.0,290000.0
"Bland,Virginia",37321,6824.0,
"Botetourt,Virginia",50274,33148.0,264950.0
"Brunswick,Virginia",32682,17434.0,
"Buchanan,Virginia",36229,24098.0,
"Buckingham,Virginia",30704,17146.0,139900.0
"Caroline,Virginia",41781,28545.0,242500.0
"Charles City,Virginia",45824,7256.0,
"Charlotte,Virginia",35970,12586.0,179000.0
"Chesterfield,Virginia",53695,316236.0,329925.0
"Clarke,Virginia",67111,14034.0,424900.0
"Craig,Virginia",38185,5190.0,
"Culpeper,Virginia",46510,46689.0,335000.0
"Cumberland,Virginia",38698,10052.0,202450.0
"Dickenson,Virginia",32354,15903.0,95000.0
"Essex,Virginia",42334,11151.0,211450.0
"Fauquier,Virginia",70787,65203.0,484900.0
"Floyd,Virginia",38903,15279.0,194425.0
"Fluvanna,Virginia",44693,25691.0,264960.0
"Franklin,Virginia",40781,56159.0,359900.0
"Giles,Virginia",40117,17286.0,138000.0
"Gloucester,Virginia",50502,36858.0,287500.0
"Goochland,Virginia",100545,21717.0,445000.0
"Grayson,Virginia",33013,15533.0,169000.0
"Greene,Virginia",44383,18403.0,320000.0
"Halifax,Virginia",37329,36241.0,119450.0
"Hanover,Virginia",60259,99863.0,364925.0
"Henrico,Virginia",66836,306935.0,289970.0
"Highland,Virginia",46113,2321.0,275000.0
"Isle of Wight,Virginia",55308,35270.0,339900.0
"King and Queen,Virginia",43361,6945.0,
"King George,Virginia",53000,23584.0,349900.0
"King William,Virginia",46612,15935.0,227000.0
"Lancaster,Virginia",60152,11391.0,399000.0
"Lee,Virginia",30303,25587.0,85450.0
"Loudoun,Virginia",78070,312311.0,569900.0
"Louisa,Virginia",42476,33153.0,299900.0
"Lunenburg,Virginia",33755,12914.0,117000.0
"Madison,Virginia",48822,13308.0,295000.0
"Mathews,Virginia",56088,8978.0,300000.0
"Mecklenburg,Virginia",37240,32727.0,169700.0
"Middlesex,Virginia",51213,10959.0,329000.0
"Nelson,Virginia",50717,15020.0,311000.0
"New Kent,Virginia",70743,18429.0,325475.0
"Northampton,Virginia",49313,12389.0,312500.0
"Northumberland,Virginia",52946,12330.0,339700.0
"Nottoway,Virginia",34897,15853.0,154950.0
"Orange,Virginia",49010,33481.0,279000.0
"Page,Virginia",39109,24042.0,209000.0
"Patrick,Virginia",34070,18490.0,150000.0
"Powhatan,Virginia",56607,28046.0,384975.0
"Prince Edward,Virginia",31890,23368.0,164400.0
"Pulaski,Virginia",40443,34872.0,160000.0
"Rappahannock,Virginia",65538,7373.0,489900.0
"Richmond,Virginia",36799,9254.0,200000.0
"Russell,Virginia",33498,28897.0,124997.5
"Scott,Virginia",33769,23177.0,125000.0
"Shenandoah,Virginia",45387,41993.0,220700.0
"Smyth,Virginia",36955,32208.0,132500.0
"Stafford,Virginia",55076,128961.0,399900.0
"Surry,Virginia",46413,7058.0,199900.0
"Sussex,Virginia",31378,12087.0,
"Tazewell,Virginia",38888,45078.0,138500.0
"Warren,Virginia",46743,37575.0,259900.0
"Westmoreland,Virginia",43166,17454.0,229900.0
"Wythe,Virginia",35608,29235.0,163750.0
"Alexandria,Virginia",88008,,
"Chesapeake,Virginia",50529,,
"Hampton,Virginia",43547,,
"Newport News,Virginia",43501,,
"Norfolk,Virginia",41822,,
"Portsmouth,Virginia",41169,,
"Richmond,Virginia",56306,9254.0,200000.0
"Roanoke,Virginia",43451,92376.0,235500.0
"Suffolk,Virginia",51798,,
"Virginia Beach,Virginia",58308,,
"Albemarle + Charlottesville,Virginia",74613,,
"Alleghany + Covington,Virginia",40061,,
"Augusta, Staunton + Waynesboro,Virginia",44316,,
"Campbell + Lynchburg,Virginia",37719,,
"Carroll + Galax,Virginia",36023,,
"Dinwiddie, Colonial Heights + Petersburg,Virginia",40352,,
"Fairfax, Fairfax City + Falls Church,Virginia",82441,,
"Frederick + Winchester,Virginia",50802,,
"Greensville + Emporia,Virginia",32391,,
"Henry + Martinsville,Virginia",39367,,
"James City + Williamsburg,Virginia",65906,,
"Montgomery + Radford,Virginia",37759,,
"Pittsylvania + Danville,Virginia",38497,,
"Prince George + Hopewell,Virginia",38779,,
"Prince William, Manassas + Manassas Park,Virginia",54740,,
"Roanoke + Salem,Virginia",52248,,
"Rockbridge, Buena Vista + Lexington,Virginia",40320,,
"Rockingham + Harrisonburg,Virginia",39721,,
"Southampton + Franklin,Virginia",42381,,
"Spotsylvania + Fredericksburg,Virginia",50790,,
"Washington + Bristol,Virginia",40912,,
"Wise + Norton,Virginia",32988,,
"York + Poquoson,Virginia",59113,,
"Adams,Washington",42800,18728.0,176950.0
"Asotin,Washington",47104,21623.0,239000.0
"Benton,Washington",47465,175177.0,334900.0
"Chelan,Washington",54763,72453.0,359000.0
"Clallam,Washington",46120,71404.0,357000.0
"Clark,Washington",53423,425363.0,424900.0
"Columbia,Washington",50073,4078.0,
"Cowlitz,Washington",44990,102410.0,285000.0
"Douglas,Washington",41508,38431.0,354450.0
"Ferry,Washington",36071,7551.0,
"Franklin,Washington",37390,78163.0,294900.0
"Garfield,Washington",44510,2266.0,
"Grant,Washington",39789,89120.0,249900.0
"Grays Harbor,Washington",40429,72797.0,214900.0
"Island,Washington",55724,78506.0,427000.0
"Jefferson,Washington",52580,29872.0,438950.0
"King,Washington",90438,1931249.0,635000.0
"Kitsap,Washington",56244,251133.0,409974.5
"Kittitas,Washington",42603,40915.0,395000.0
"Klickitat,Washington",48654,20318.0,389000.0
"Lewis,Washington",43453,75455.0,269900.0
"Lincoln,Washington",46312,10570.0,200000.0
"Mason,Washington",42767,60699.0,289450.0
"Okanogan,Washington",42462,41120.0,272000.0
"Pacific,Washington",41740,20920.0,225000.0
"Pend Oreille,Washington",41664,13001.0,
"Pierce,Washington",52114,795225.0,373843.5
"San Juan,Washington",76749,15769.0,700000.0
"Skagit,Washington",53060,116901.0,394500.0
"Skamania,Washington",45802,11066.0,422500.0
"Snohomish,Washington",55888,713335.0,489000.0
"Spokane,Washington",46466,471221.0,299000.0
"Stevens,Washington",39505,43531.0,230000.0
"Thurston,Washington",51684,252264.0,339894.0
"Wahkiakum,Washington",42423,3978.0,292500.0
"Walla Walla,Washington",46144,58781.0,310000.0
"Whatcom,Washington",48792,201140.0,400000.0
"Whitman,Washington",40935,44776.0,274900.0
"Yakima,Washington",43379,243231.0,266950.0
"Barbour,West Virgina",32290,,
"Berkeley,West Virgina",41201,,
"Boone,West Virgina",33592,,
"Braxton,West Virgina",31594,,
"Brooke,West Virgina",41740,,
"Cabell,West Virgina",42939,,
"Calhoun,West Virgina",30155,,
"Clay,West Virgina",30925,,
"Doddridge,West Virgina",28862,,
"Fayette,West Virgina",34577,,
"Gilmer,West Virgina",28917,,
"Grant,West Virgina",36691,,
"Greenbrier,West Virgina",38098,,
"Hampshire,West Virgina",35068,,
"Hancock,West Virgina",42128,,
"Hardy,West Virgina",34150,,
"Harrison,West Virgina",48226,,
"Jackson,West Virgina",38147,,
"Jefferson,West Virgina",49926,,
"Kanawha,West Virgina",48435,,
"Lewis,West Virgina",40653,,
"Lincoln,West Virgina",30549,,
"Logan,West Virgina",36525,,
"McDowell,West Virgina",30451,,
"Marion,West Virgina",41980,,
"Marshall,West Virgina",41028,,
"Mason,West Virgina",33318,,
"Mercer,West Virgina",37452,,
"Mineral,West Virgina",38815,,
"Mingo,West Virgina",32051,,
"Monongalia,West Virgina",44679,,
"Monroe,West Virgina",30359,,
"Morgan,West Virgina",34533,,
"Nicholas,West Virgina",34102,,
"Ohio,West Virgina",65100,,
"Pendleton,West Virgina",35140,,
"Pleasants,West Virgina",43883,,
"Pocahontas,West Virgina",38172,,
"Preston,West Virgina",35686,,
"Putnam,West Virgina",46941,,
"Raleigh,West Virgina",41115,,
"Randolph,West Virgina",36533,,
"Ritchie,West Virgina",37177,,
"Roane,West Virgina",34770,,
"Summers,West Virgina",32879,,
"Taylor,West Virgina",40675,,
"Tucker,West Virgina",41322,,
"Tyler,West Virgina",37336,,
"Upshur,West Virgina",33261,,
"Wayne,West Virgina",33637,,
"Webster,West Virgina",27816,,
"Wetzel,West Virgina",36791,,
"Wirt,West Virgina",32156,,
"Wood,West Virgina",42669,,
"Wyoming,West Virgina",30510,,
"Adams,Wisconsin",38736,20875.0,140000.0
"Ashland,Wisconsin",41106,16157.0,134900.0
"Barron,Wisconsin",49431,45870.0,183600.0
"Bayfield,Wisconsin",48542,15014.0,219000.0
"Brown,Wisconsin",52821,248007.0,219900.0
"Buffalo,Wisconsin",44756,13587.0,149950.0
"Burnett,Wisconsin",42706,15457.0,198500.0
"Calumet,Wisconsin",50776,48971.0,229950.0
"Chippewa,Wisconsin",46162,62415.0,196200.0
"Clark,Wisconsin",40228,34690.0,129000.0
"Columbia,Wisconsin",51147,56833.0,235000.0
"Crawford,Wisconsin",41485,16644.0,149900.0
"Dane,Wisconsin",61304,488073.0,335000.0
"Dodge,Wisconsin",44799,88759.0,179800.0
"Door,Wisconsin",63178,27785.0,299900.0
"Douglas,Wisconsin",43004,44159.0,169900.0
"Dunn,Wisconsin",39948,43857.0,189000.0
"Eau Claire,Wisconsin",48240,98736.0,204900.0
"Florence,Wisconsin",54346,4423.0,
"Fond du Lac,Wisconsin",48126,101633.0,152500.0
"Forest,Wisconsin",41517,9304.0,134900.0
"Grant,Wisconsin",43310,51208.0,159900.0
"Green,Wisconsin",51026,36842.0,
"Green Lake,Wisconsin",46152,19051.0,223900.0
