"County,State",MedIncome,Population,Value
"Dukes,Massachusetts",93726,16535.0,1500000.0
"Essex,Massachusetts",67507,743159.0,484900.0
"Franklin,Massachusetts",54689,71372.0,244250.0
"Hampden,Massachusetts",51187,463490.0,229000.0
"Hampshire,Massachusetts",52984,158080.0,300000.0
"Middlesex,Massachusetts",83795,1503085.0,589900.0
"Nantucket,Massachusetts",124168,10172.0,
"Norfolk,Massachusetts",92285,670850.0,560000.0
"Plymouth,Massachusetts",67505,494919.0,450000.0
"Suffolk,Massachusetts",81152,722023.0,699900.0
"Worcester,Massachusetts",57003,798552.0,329000.0
"Alcona,Michigan",38375,10942.0,129900.0
"Alger,Michigan",33767,9601.0,145000.0
"Allegan,Michigan",45182,111408.0,265000.0
"Alpena,Michigan",40985,29598.0,115000.0
"Antrim,Michigan",47070,23580.0,
"Arenac,Michigan",37369,15899.0,109900.0
"Baraga,Michigan",33519,8860.0,129950.0
"Barry,Michigan",44919,59173.0,219000.0
"Bay,Michigan",41722,107771.0,105000.0
"Benzie,Michigan",43557,17525.0,242000.0
"Berrien,Michigan",47430,156813.0,252000.0
"Branch,Michigan",37622,45248.0,139900.0
"Calhoun,Michigan",40276,136146.0,144123.0
"Cass,Michigan",44994,52293.0,199900.0
"Charlevoix,Michigan",52885,25949.0,279000.0
"Cheboygan,Michigan",40080,26152.0,149000.0
"Chippewa,Michigan",34269,38520.0,124950.0
"Clare,Michigan",34120,30926.0,79900.0
"Clinton,Michigan",46518,75382.0,235000.0
"Crawford,Michigan",34648,14074.0,129000.0
"Delta,Michigan",40551,37069.0,115000.0
"Dickinson,Michigan",49397,26168.0,109900.0
"Eaton,Michigan",42693,107759.0,184900.0
"Emmet,Michigan",57115,32694.0,249000.0
"Genesee,Michigan",41068,425790.0,159900.0
"Gladwin,Michigan",36874,25692.0,124900.0
"Gogebic,Michigan",39945,16427.0,
"Grand Traverse,Michigan",50639,86986.0,279900.0
"Gratiot,Michigan",37834,42476.0,112700.0
"Hillsdale,Michigan",36598,46688.0,158000.0
"Houghton,Michigan",37674,36628.0,126750.0
"Huron,Michigan",45425,33118.0,119900.0
"Ingham,Michigan",40761,280895.0,134900.0
"Ionia,Michigan",35273,63905.0,149000.0
"Iosco,Michigan",37970,25887.0,129000.0
"Iron,Michigan",44959,11817.0,115000.0
"Isabella,Michigan",35501,70311.0,144900.0
"Jackson,Michigan",39832,160248.0,146000.0
"Kalamazoo,Michigan",48723,250331.0,215000.0
"Kalkaska,Michigan",34623,17153.0,149900.0
"Kent,Michigan",53935,602622.0,259400.0
"Keweenaw,Michigan",47618,2156.0,
"Lake,Michigan",31813,11539.0,99900.0
"Lapeer,Michigan",43679,88319.0,224850.0
"Leelanau,Michigan",67320,21708.0,388250.0
"Lenawee,Michigan",39600,99892.0,159900.0
"Livingston,Michigan",58326,180967.0,292000.0
"Luce,Michigan",31827,6631.0,
"Mackinac,Michigan",44457,11113.0,155900.0
"Macomb,Michigan",46530,840978.0,184999.0
"Manistee,Michigan",38814,24733.0,164750.0
"Marquette,Michigan",40036,67077.0,175000.0
"Mason,Michigan",41667,28705.0,159900.0
"Mecosta,Michigan",34252,42798.0,169900.0
"Menominee,Michigan",43594,24029.0,119900.0
"Midland,Michigan",60467,83629.0,159000.0
"Missaukee,Michigan",34972,14849.0,149900.0
"Monroe,Michigan",47496,152021.0,169900.0
"Montcalm,Michigan",34972,63342.0,159450.0
"Montmorency,Michigan",37363,9765.0,102000.0
"Muskegon,Michigan",39072,172188.0,163400.0
"Newaygo,Michigan",38037,48460.0,165000.0
"Oakland,Michigan",72741,1202362.0,299999.0
"Oceana,Michigan",37950,26570.0,176500.0
"Ogemaw,Michigan",35396,21699.0,130000.0
"Ontonagon,Michigan",40129,6780.0,
"Osceola,Michigan",36023,23528.0,120000.0
"Oscoda,Michigan",33896,8640.0,79900.0
"Otsego,Michigan",40589,24164.0,159500.0
"Ottawa,Michigan",49418,263801.0,289900.0
"Presque Isle,Michigan",39004,13376.0,129000.0
"Roscommon,Michigan",37141,24449.0,119900.0
"Saginaw,Michigan",38754,200169.0,110900.0
"St. Clair,Michigan",44316,163040.0,
"St. Joseph,Michigan",38866,61295.0,
"Sanilac,Michigan",38004,43114.0,131900.0
"Schoolcraft,Michigan",39948,8485.0,125000.0
"Shiawassee,Michigan",39435,70648.0,133011.5
"Tuscola,Michigan",37979,55729.0,119900.0
"Van Buren,Michigan",41123,76258.0,224000.0
"Washtenaw,Michigan",59363,344791.0,328495.0
"Wayne,Michigan",42942,1820584.0,119000.0
"Wexford,Michigan",36454,32735.0,144900.0
"Aitkin,Minnesota",39780,16202.0,198750.0
"Anoka,Minnesota",51258,330844.0,289900.0
"Becker,Minnesota",47272,32504.0,282500.0
"Beltrami,Minnesota",41565,44442.0,213900.0
"Benton,Minnesota",43830,38451.0,214950.0
"Big Stone,Minnesota",57221,5269.0,89700.0
"Blue Earth,Minnesota",44383,64013.0,234900.0
"Brown,Minnesota",52995,25893.0,
"Carlton,Minnesota",43098,35386.0,194900.0
"Carver,Minnesota",71350,91042.0,384445.0
"Cass,Minnesota",47443,28567.0,284900.0
"Chippewa,Minnesota",49836,12441.0,
"Chisago,Minnesota",48750,53887.0,299450.0
"Clay,Minnesota",43180,58999.0,225000.0
"Clearwater,Minnesota",44001,8695.0,
"Cook,Minnesota",55319,5176.0,289450.0
"Cottonwood,Minnesota",47982,11687.0,99700.0
"Crow Wing,Minnesota",45610,62500.0,259000.0
"Dakota,Minnesota",60651,398552.0,319900.0
"Dodge,Minnesota",47984,20087.0,222450.0
"Douglas,Minnesota",53665,36009.0,272400.0
"Faribault,Minnesota",43343,14553.0,99450.0
"Fillmore,Minnesota",45378,20866.0,169900.0
"Freeborn,Minnesota",45808,31255.0,
"Goodhue,Minnesota",53549,46183.0,235000.0
"Grant,Minnesota",52556,6018.0,119500.0
"Hennepin,Minnesota",74698,1152425.0,349900.0
"Houston,Minnesota",52354,19027.0,223900.0
"Hubbard,Minnesota",43235,20428.0,234900.0
"Isanti,Minnesota",44049,37816.0,249000.0
"Itasca,Minnesota",43685,45058.0,174900.0
"Jackson,Minnesota",53276,10266.0,129900.0
"Kanabec,Minnesota",42509,16239.0,174950.0
"Kandiyohi,Minnesota",54667,42239.0,216888.0
"Kittson,Minnesota",55597,4552.0,
"Koochiching,Minnesota",41890,13311.0,160000.0
"Lac qui Parle,Minnesota",55688,7259.0,
"Lake,Minnesota",48132,10866.0,179900.0
"Lake of the Woods,Minnesota",57357,4045.0,
"Le Sueur,Minnesota",48799,27703.0,249001.0
"Lincoln,Minnesota",48520,5896.0,
"Lyon,Minnesota",49455,25857.0,
"McLeod,Minnesota",49136,36651.0,189900.0
"Mahnomen,Minnesota",36950,5413.0,
"Marshall,Minnesota",51509,9439.0,120000.0
"Martin,Minnesota",50083,20840.0,
"Meeker,Minnesota",43944,23300.0,198390.0
"Mille Lacs,Minnesota",41582,26097.0,198900.0
"Morrison,Minnesota",42568,33198.0,184900.0
"Mower,Minnesota",48423,39163.0,
"Murray,Minnesota",54825,8725.0,149900.0
"Nicollet,Minnesota",49605,32727.0,236250.0
"Nobles,Minnesota",45100,21378.0,169900.0
"Norman,Minnesota",44254,6852.0,
"Olmsted,Minnesota",58554,144248.0,269900.0
"Otter Tail,Minnesota",48275,57303.0,229900.0
"Pennington,Minnesota",55399,13930.0,147450.0
"Pine,Minnesota",37067,29750.0,199900.0
"Pipestone,Minnesota",58004,9596.0,
"Polk,Minnesota",48820,31600.0,190400.0
"Pope,Minnesota",52091,10995.0,
"Ramsey,Minnesota",54934,508640.0,254900.0
"Red Lake,Minnesota",51750,4089.0,
"Redwood,Minnesota",49732,16059.0,95000.0
"Renville,Minnesota",51432,15730.0,
"Rice,Minnesota",44096,64142.0,269900.0
"Rock,Minnesota",51956,9687.0,
"Roseau,Minnesota",51307,15629.0,144900.0
"St. Louis,Minnesota",47417,200226.0,
"Scott,Minnesota",59687,129928.0,370995.0
"Sherburne,Minnesota",47031,88499.0,279000.0
"Sibley,Minnesota",46632,15226.0,161950.0
"Stearns,Minnesota",47196,150642.0,210000.0
"Steele,Minnesota",47604,36576.0,179950.0
"Stevens,Minnesota",49913,9726.0,
"Swift,Minnesota",51320,9783.0,
"Todd,Minnesota",42005,24895.0,
"Traverse,Minnesota",61255,3558.0,
"Wabasha,Minnesota",48724,21676.0,
"Wadena,Minnesota",39746,13843.0,124900.0
"Waseca,Minnesota",44556,19136.0,162450.0
"Washington,Minnesota",67928,238136.0,379900.0
"Watonwan,Minnesota",42979,11211.0,
"Wilkin,Minnesota",59516,6576.0,
"Winona,Minnesota",50036,51461.0,189700.0
"Wright,Minnesota",50181,124700.0,299900.0
"Yellow Medicine,Minnesota",57186,10438.0,122000.0
"Adams,Mississippi",33880,32297.0,169000.0
"Alcorn,Mississippi",36003,37057.0,163750.0
"Amite,Mississippi",33460,13131.0,
"Attala,Mississippi",33809,19564.0,
"Benton,Mississippi",30285,8729.0,
"Bolivar,Mississippi",38213,34145.0,
"Calhoun,Mississippi",33043,14962.0,
"Carroll,Mississippi",37615,10597.0,
"Chickasaw,Mississippi",34805,17392.0,
"Choctaw,Mississippi",33646,8547.0,
"Claiborne,Mississippi",31494,9604.0,
"Clarke,Mississippi",36431,16732.0,
"Clay,Mississippi",39191,20634.0,135000.0
"Coahoma,Mississippi",33915,26151.0,
"Copiah,Mississippi",33203,29449.0,141450.0
"Covington,Mississippi",35748,19568.0,157000.0
"DeSoto,Mississippi",40702,161252.0,244500.0
"Forrest,Mississippi",38880,74934.0,146000.0
"Franklin,Mississippi",33970,8118.0,
"George,Mississippi",32529,22578.0,158950.0
"Greene,Mississippi",28716,14400.0,150000.0
"Grenada,Mississippi",35632,21906.0,139000.0
"Hancock,Mississippi",35262,43929.0,199000.0
"Harrison,Mississippi",37303,187105.0,199900.0
"Hinds,Mississippi",39311,245285.0,149900.0
"Holmes,Mississippi",28371,19198.0,
"Humphreys,Mississippi",31864,9375.0,
"Issaquena,Mississippi",18541,1406.0,
"Itawamba,Mississippi",34734,23401.0,129950.0
"Jackson,Mississippi",37499,139668.0,174900.0
"Jasper,Mississippi",37281,17062.0,155000.0
"Jefferson,Mississippi",33098,7726.0,
"Jefferson Davis,Mississippi",30097,12487.0,
"Jones,Mississippi",38122,67761.0,148191.5
"Kemper,Mississippi",29287,10456.0,
"Lafayette,Mississippi",42110,47351.0,265000.0
"Lamar,Mississippi",40529,55658.0,219900.0
"Lauderdale,Mississippi",37959,80261.0,148000.0
"Lawrence,Mississippi",34616,12929.0,
"Leake,Mississippi",31436,23805.0,
"Lee,Mississippi",41934,82910.0,189900.0
"Leflore,Mississippi",36399,32317.0,112000.0
"Lincoln,Mississippi",38682,34869.0,151950.0
"Lowndes,Mississippi",38498,59779.0,179900.0
"Madison,Mississippi",64033,95203.0,323200.0
"Marion,Mississippi",34526,27088.0,139900.0
"Marshall,Mississippi",32341,37144.0,
"Monroe,Mississippi",34664,36989.0,
"Montgomery,Mississippi",34180,10925.0,
"Neshoba,Mississippi",36604,29676.0,113750.0
"Newton,Mississippi",34645,21720.0,
"Noxubee,Mississippi",32805,11545.0,
"Oktibbeha,Mississippi",34367,47671.0,249250.0
"Panola,Mississippi",32496,34707.0,141000.0
"Pearl River,Mississippi",36230,55834.0,175500.0
"Perry,Mississippi",31934,12250.0,
"Pike,Mississippi",31048,40404.0,124993.5
"Pontotoc,Mississippi",32996,29957.0,185000.0
"Prentiss,Mississippi",30743,25276.0,
"Quitman,Mississippi",27088,8223.0,
"Rankin,Mississippi",44661,141617.0,229700.0
"Scott,Mississippi",32095,28264.0,
"Sharkey,Mississippi",32070,4916.0,
"Simpson,Mississippi",37036,27503.0,140000.0
"Smith,Mississippi",35791,16491.0,
"Stone,Mississippi",31516,17786.0,159900.0
"Sunflower,Mississippi",30859,29450.0,
"Tallahatchie,Mississippi",27757,15378.0,
"Tate,Mississippi",35182,28886.0,225894.0
"Tippah,Mississippi",33919,22232.0,149750.0
"Tishomingo,Mississippi",33559,19593.0,167200.0
"Tunica,Mississippi",32425,10778.0,
"Union,Mississippi",32242,27134.0,179000.0
"Walthall,Mississippi",31757,15443.0,
"Warren,Mississippi",39580,48773.0,135000.0
"Washington,Mississippi",37568,51137.0,107000.0
"Wayne,Mississippi",34775,20747.0,
"Webster,Mississippi",38464,10253.0,
"Wilkinson,Mississippi",29413,9878.0,
"Winston,Mississippi",35742,19198.0,99700.0
"Yalobusha,Mississippi",36729,12678.0,
"Yazoo,Mississippi",27275,28065.0,
"Adair,Missouri",33578,25607.0,119950.0
"Andrew,Missouri",45118,17291.0,210000.0
"Atchison,Missouri",42633,5685.0,
"Audrain,Missouri",40111,25529.0,115750.0
"Barry,Missouri",34540,35597.0,165000.0
"Barton,Missouri",35884,12402.0,
"Bates,Missouri",38864,17049.0,170000.0
"Benton,Missouri",35973,19056.0,149900.0
"Bollinger,Missouri",32454,12363.0,134900.0
"Boone,Missouri",47687,162642.0,226950.0
"Buchanan,Missouri",39810,89201.0,119900.0
"Butler,Missouri",35302,42794.0,124900.0
"Caldwell,Missouri",37301,9424.0,
"Callaway,Missouri",38686,44332.0,165000.0
"Camden,Missouri",38794,44002.0,259000.0
"Cape Girardeau,Missouri",46314,75674.0,180000.0
"Carroll,Missouri",45110,9295.0,86700.0
"Carter,Missouri",32045,6265.0,
"Cass,Missouri",47151,99478.0,234900.0
"Cedar,Missouri",31664,13982.0,102250.0
"Chariton,Missouri",42227,7831.0,
"Christian,Missouri",40301,77422.0,230000.0
"Clark,Missouri",34516,7139.0,
"Clay,Missouri",48381,221939.0,239900.0
"Clinton,Missouri",42988,20743.0,175000.0
"Cole,Missouri",47790,75990.0,178950.0
"Cooper,Missouri",38916,17601.0,
"Crawford,Missouri",36090,24696.0,149500.0
"Dade,Missouri",34181,7883.0,
"Dallas,Missouri",33184,16777.0,139950.0
"Daviess,Missouri",34491,8433.0,
"DeKalb,Missouri",28294,12892.0,
"Dent,Missouri",33231,15657.0,125250.0
"Douglas,Missouri",28305,13684.0,186450.0
"Dunklin,Missouri",34129,31953.0,109700.0
"Franklin,Missouri",45719,101492.0,190500.0
"Gasconade,Missouri",40316,15222.0,160157.0
"Gentry,Missouri",41470,6738.0,
"Greene,Missouri",44837,275174.0,165450.0
"Grundy,Missouri",34723,10261.0,
"Harrison,Missouri",38274,8957.0,
"Henry,Missouri",43018,22272.0,108000.0
"Hickory,Missouri",27787,9627.0,
"Holt,Missouri",45259,4912.0,
"Howard,Missouri",38796,10144.0,
"Howell,Missouri",34055,40400.0,144700.0
"Iron,Missouri",34164,10630.0,107995.0
"Jackson,Missouri",47054,674158.0,175000.0
"Jasper,Missouri",39973,117404.0,170000.0
"Jefferson,Missouri",42780,218733.0,219900.0
"Johnson,Missouri",36777,52595.0,183500.0
"Knox,Missouri",32711,4131.0,
"Laclede,Missouri",36558,35571.0,179700.0
"Lafayette,Missouri",42119,33381.0,
"Lawrence,Missouri",34301,38634.0,119979.5
"Lewis,Missouri",35249,10211.0,
"Lincoln,Missouri",40788,52566.0,179450.0
"Linn,Missouri",40356,12761.0,
"Livingston,Missouri",39805,15195.0,
"McDonald,Missouri",28018,23083.0,144250.0
"Macon,Missouri",42414,15566.0,147500.0
"Madison,Missouri",36865,12226.0,129900.0
"Maries,Missouri",33348,9176.0,
"Marion,Missouri",41068,28781.0,144950.0
"Mercer,Missouri",32388,3785.0,
"Miller,Missouri",35547,24748.0,213000.0
"Mississippi,Missouri",32216,14358.0,
"Moniteau,Missouri",37533,15607.0,
"Monroe,Missouri",42672,8840.0,
"Montgomery,Missouri",40396,12236.0,
"Morgan,Missouri",42873,20565.0,200000.0
"New Madrid,Missouri",33869,18956.0,
"Newton,Missouri",39334,58114.0,166500.0
"Nodaway,Missouri",31013,23370.0,135000.0
"Oregon,Missouri",28722,10881.0,97950.0
"Osage,Missouri",45582,13878.0,
"Ozark,Missouri",30043,9723.0,182700.0
"Pemiscot,Missouri",32811,18296.0,
"Perry,Missouri",41321,18971.0,154999.0
"Pettis,Missouri",37763,42201.0,139500.0
"Phelps,Missouri",39132,45156.0,159900.0
"Pike,Missouri",34828,18516.0,
"Platte,Missouri",58878,89322.0,319000.0
"Polk,Missouri",33703,31137.0,163450.0
"Pulaski,Missouri",40512,52274.0,150000.0
"Putnam,Missouri",33945,4979.0,89900.0
"Ralls,Missouri",40698,10167.0,186000.0
"Randolph,Missouri",39903,25414.0,
"Ray,Missouri",42305,23494.0,157000.0
"Reynolds,Missouri",35034,6696.0,
"Ripley,Missouri",30437,14100.0,119000.0
"St. Charles,Missouri",53745,360485.0,
"St. Clair,Missouri",29830,9805.0,
"Ste. Genevieve,Missouri",41822,18145.0,
"St. Francois,Missouri",34485,65359.0,
"St. Louis,Missouri",71360,998954.0,
"Saline,Missouri",38580,23370.0,106000.0
"Schuyler,Missouri",29013,4431.0,
"Scotland,Missouri",33262,4843.0,
"Scott,Missouri",40221,39191.0,124900.0
"Shannon,Missouri",30503,8441.0,
"Shelby,Missouri",40356,6373.0,
"Stoddard,Missouri",37020,29968.0,110000.0
"Stone,Missouri",38900,32202.0,245000.0
"Sullivan,Missouri",37649,6714.0,
"Taney,Missouri",35956,51675.0,179700.0
"Texas,Missouri",28169,26008.0,154900.0
"Vernon,Missouri",35930,21159.0,134750.0
"Warren,Missouri",41674,32513.0,196750.0
"Washington,Missouri",29606,25195.0,
"Wayne,Missouri",29581,13521.0,105250.0
"Webster,Missouri",32589,36202.0,179900.0
"Worth,Missouri",35573,2171.0,
"Wright,Missouri",32178,18815.0,154950.0
"St. Louis City,Missouri",47643,,
"Beaverhead,Montana",44664,9246.0,295000.0
"Big Horn,Montana",30533,12865.0,165450.0
"Blaine,Montana",31263,6491.0,
"Broadwater,Montana",39306,5612.0,299999.0
"Carbon,Montana",47442,10078.0,395000.0
"Carter,Montana",44358,1160.0,
"Cascade,Montana",47518,81327.0,216500.0
"Chouteau,Montana",37340,5813.0,
"Custer,Montana",44689,11699.0,170000.0
"Daniels,Montana",48086,1751.0,
"Dawson,Montana",45295,8966.0,160000.0
"Deer Lodge,Montana",39063,9298.0,159000.0
"Fallon,Montana",49509,2890.0,
"Fergus,Montana",43808,11586.0,219000.0
"Flathead,Montana",47331,90928.0,419000.0
"Gallatin,Montana",54734,89513.0,460000.0
"Garfield,Montana",36291,1206.0,
"Glacier,Montana",34458,13399.0,104900.0
"Golden Valley,Montana",49137,884.0,
"Granite,Montana",43791,3079.0,349000.0
"Hill,Montana",45017,16096.0,189000.0
"Jefferson,Montana",47960,11406.0,347200.0
"Judith Basin,Montana",50492,2072.0,
"Lake,Montana",39365,28746.0,424500.0
"Lewis and Clark,Montana",48562,63395.0,289900.0
"Liberty,Montana",40956,2339.0,
"Lincoln,Montana",35432,19687.0,319000.0
"McCone,Montana",42209,1734.0,
"Madison,Montana",49115,7691.0,589000.0
"Meagher,Montana",46128,1891.0,
"Mineral,Montana",39957,4223.0,300000.0
"Missoula,Montana",49492,109299.0,365000.0
"Musselshell,Montana",43133,4538.0,
"Park,Montana",48114,15636.0,397000.0
"Petroleum,Montana",35772,494.0,
"Phillips,Montana",39172,4253.0,159000.0
"Pondera,Montana",42363,6153.0,148600.0
"Powder River,Montana",32479,1743.0,
"Powell,Montana",39771,7027.0,210000.0
"Prairie,Montana",44739,1179.0,
"Ravalli,Montana",44602,40212.0,380000.0
"Richland,Montana",61217,9746.0,257485.0
"Roosevelt,Montana",34794,10425.0,
"Rosebud,Montana",42250,9233.0,145000.0
"Sanders,Montana",34896,11413.0,320000.0
"Sheridan,Montana",52541,3384.0,125000.0
"Silver Bow,Montana",48939,34200.0,176000.0
"Stillwater,Montana",51773,9117.0,347450.0
"Sweet Grass,Montana",44455,3651.0,399000.0
"Teton,Montana",44369,6073.0,
"Toole,Montana",45481,5324.0,135000.0
"Treasure,Montana",48415,718.0,
"Valley,Montana",46911,7369.0,195000.0
"Wheatland,Montana",35934,2168.0,
"Wibaux,Montana",50940,1017.0,
"Yellowstone,Montana",52340,147972.0,254900.0
"Adams,Nebraska",49139,31364.0,
"Antelope,Nebraska",46981,6685.0,
"Arthur,Nebraska",46901,460.0,
"Banner,Nebraska",58252,690.0,
"Blaine,Nebraska",45788,478.0,
"Boone,Nebraska",54024,5505.0,
"Box Butte,Nebraska",47359,11308.0,
"Boyd,Nebraska",55795,2099.0,
"Brown,Nebraska",51496,3145.0,
"Buffalo,Nebraska",54052,46102.0,222000.0
"Burt,Nebraska",50268,6858.0,
"Butler,Nebraska",47286,8395.0,
"Cass,Nebraska",53602,25241.0,250000.0
"Cedar,Nebraska",52839,8852.0,144750.0
"Chase,Nebraska",49267,3966.0,
"Cherry,Nebraska",45124,5713.0,
"Cheyenne,Nebraska",48263,9998.0,123000.0
"Clay,Nebraska",47220,6542.0,
"Colfax,Nebraska",43106,10515.0,
"Cuming,Nebraska",58610,9139.0,
"Custer,Nebraska",44290,10939.0,
"Dakota,Nebraska",41831,21006.0,149950.0
"Dawes,Nebraska",37092,9182.0,
"Dawson,Nebraska",43055,24326.0,145000.0
"Deuel,Nebraska",44289,1941.0,
"Dixon,Nebraska",44185,6000.0,
"Dodge,Nebraska",47330,36691.0,164950.0
"Douglas,Nebraska",63435,517110.0,245000.0
"Dundy,Nebraska",53144,2008.0,
"Fillmore,Nebraska",57068,5890.0,
"Franklin,Nebraska",47132,3225.0,
"Frontier,Nebraska",44469,2756.0,
"Furnas,Nebraska",49008,4959.0,
"Gage,Nebraska",49863,22311.0,149000.0
"Garden,Nebraska",40892,2057.0,
"Garfield,Nebraska",43905,2049.0,
"Gosper,Nebraska",52671,2044.0,
"Grant,Nebraska",42545,614.0,
"Greeley,Nebraska",45109,2538.0,
"Hall,Nebraska",43625,58607.0,189900.0
"Hamilton,Nebraska",54782,9124.0,
"Harlan,Nebraska",48143,3423.0,
"Hayes,Nebraska",45409,967.0,
"Hitchcock,Nebraska",37990,2908.0,
"Holt,Nebraska",51404,10435.0,119500.0
"Hooker,Nebraska",52667,736.0,
"Howard,Nebraska",41377,6274.0,
"Jefferson,Nebraska",48757,7547.0,
"Johnson,Nebraska",37179,5217.0,
"Kearney,Nebraska",56309,6489.0,192400.0
"Keith,Nebraska",45896,8368.0,187250.0
"Keya Paha,Nebraska",58784,824.0,
"Kimball,Nebraska",44069,3821.0,
"Knox,Nebraska",48268,8701.0,
"Lancaster,Nebraska",49889,285407.0,249900.0
"Lincoln,Nebraska",46623,36288.0,168000.0
"Logan,Nebraska",37603,763.0,
"Loup,Nebraska",45361,632.0,
"McPherson,Nebraska",45530,539.0,
"Madison,Nebraska",50630,34876.0,213000.0
"Merrick,Nebraska",47386,7845.0,
"Morrill,Nebraska",49071,5042.0,
"Nance,Nebraska",38000,3735.0,
"Nemaha,Nebraska",48807,7248.0,
"Nuckolls,Nebraska",50836,4500.0,
"Otoe,Nebraska",53850,15740.0,
"Pawnee,Nebraska",48851,2773.0,
"Perkins,Nebraska",55692,2970.0,
"Phelps,Nebraska",52792,9188.0,
"Pierce,Nebraska",57141,7266.0,
"Platte,Nebraska",49386,32237.0,195000.0
"Polk,Nebraska",51004,5406.0,
"Red Willow,Nebraska",46270,11055.0,138000.0
"Richardson,Nebraska",48195,8363.0,
"Rock,Nebraska",49241,1526.0,
"Saline,Nebraska",43763,14200.0,
"Sarpy,Nebraska",50333,158840.0,280000.0
"Saunders,Nebraska",52193,20780.0,
"Scotts Bluff,Nebraska",44171,36970.0,159900.0
"Seward,Nebraska",49832,16750.0,190000.0
"Sheridan,Nebraska",47076,5469.0,
"Sherman,Nebraska",44953,3152.0,
"Sioux,Nebraska",42404,1311.0,
"Stanton,Nebraska",48167,6129.0,
"Thayer,Nebraska",57523,5228.0,
"Thomas,Nebraska",53979,647.0,
"Thurston,Nebraska",41468,6940.0,
"Valley,Nebraska",45713,4260.0,
"Washington,Nebraska",56640,20234.0,257250.0
"Wayne,Nebraska",44622,9595.0,
"Webster,Nebraska",48607,3812.0,
"Wheeler,Nebraska",72878,818.0,
"York,Nebraska",49892,13665.0,155000.0
"Churchill,Nevada",43661,24877.0,284900.0
"Clark,Nevada",47090,1951269.0,308000.0
"Douglas,Nevada",75159,46997.0,565000.0
"Elko,Nevada",46808,48818.0,278780.0
"Esmeralda,Nevada",40113,783.0,
"Eureka,Nevada",39903,1987.0,
"Humboldt,Nevada",46927,16528.0,219000.0
"Lander,Nevada",63923,5775.0,160075.0
"Lincoln,Nevada",36604,5345.0,
"Lyon,Nevada",38713,51980.0,305000.0
"Mineral,Nevada",38074,4772.0,
"Nye,Nevada",37835,43946.0,240450.0
"Pershing,Nevada",32592,6753.0,
"Storey,Nevada",59651,4010.0,
"Washoe,Nevada",59639,421407.0,429925.0
"White Pine,Nevada",44736,10030.0,
"Carson City,Nevada",50754,55274.0,349925.0
"Belknap,New Hampshire",61091,60088.0,309450.0
"Carroll,New Hampshire",58949,47818.0,284450.0
"Cheshire,New Hampshire",51969,77117.0,243750.0
"Coos,New Hampshire",43098,33055.0,136500.0
"Grafton,New Hampshire",60426,89118.0,249000.0
"Hillsborough,New Hampshire",61147,400721.0,319900.0
"Merrimack,New Hampshire",57924,146445.0,289900.0
"Rockingham,New Hampshire",73819,295223.0,413400.0
"Strafford,New Hampshire",50574,123143.0,295000.0
"Sullivan,New Hampshire",51682,43742.0,229000.0
"Atlantic,New Jersey",48668,274549.0,224800.0
"Bergen,New Jersey",85951,905116.0,579000.0
"Burlington,New Jersey",62120,448734.0,239000.0
"Camden,New Jersey",54103,513657.0,179900.0
"Cape May,New Jersey",60877,97265.0,439900.0
"Cumberland,New Jersey",40289,156898.0,139000.0
"Essex,New Jersey",67459,783969.0,365000.0
"Gloucester,New Jersey",54745,288288.0,195000.0
"Hudson,New Jersey",65139,634266.0,531900.0
"Hunterdon,New Jersey",89610,128349.0,449990.0
"Mercer,New Jersey",69344,366513.0,279000.0
"Middlesex,New Jersey",61065,809858.0,349900.0
"Monmouth,New Jersey",79978,630380.0,495000.0
"Morris,New Jersey",98842,492276.0,489000.0
"Ocean,New Jersey",52008,576567.0,314999.0
"Passaic,New Jersey",50570,501226.0,349000.0
"Salem,New Jersey",48496,66083.0,142725.0
"Somerset,New Jersey",106194,323444.0,469000.0
"Sussex,New Jersey",61757,149265.0,264900.0
"Union,New Jersey",68262,536499.0,379900.0
"Warren,New Jersey",56058,108692.0,249000.0
"Bernalillo,New Mexico",44057,662564.0,242000.0
"Catron,New Mexico",32010,3725.0,209000.0
"Chaves,New Mexico",40322,65645.0,185000.0
"Cibola,New Mexico",28130,27213.0,135000.0
"Colfax,New Mexico",39826,13750.0,287250.0
"Curry,New Mexico",44161,48376.0,169000.0
"De Baca,New Mexico",39634,2022.0,
"Doña Ana,New Mexico",36570,,
"Eddy,New Mexico",54122,53829.0,
"Grant,New Mexico",41026,29514.0,199500.0
"Guadalupe,New Mexico",32994,4687.0,
"Harding,New Mexico",38716,695.0,
"Hidalgo,New Mexico",41555,4894.0,
"Lea,New Mexico",44437,64727.0,175000.0
"Lincoln,New Mexico",41793,20497.0,298750.0
"Los Alamos,New Mexico",70600,17950.0,
"Luna,New Mexico",31140,25095.0,130000.0
"McKinley,New Mexico",27771,71492.0,164000.0
"Mora,New Mexico",35534,4881.0,
"Otero,New Mexico",34636,63797.0,178000.0
"Quay,New Mexico",38223,9041.0,87450.0
"Rio Arriba,New Mexico",34582,40246.0,230000.0
"Roosevelt,New Mexico",39446,19846.0,150000.0
"Sandoval,New Mexico",41547,131561.0,260000.0
"San Juan,New Mexico",35453,130044.0,199000.0
"San Miguel,New Mexico",34579,29393.0,210000.0
"Santa Fe,New Mexico",58510,144170.0,467000.0
"Sierra,New Mexico",38984,11988.0,163800.0
"Socorro,New Mexico",34699,17866.0,170000.0
